,affenpinscher,afghan_hound,airedaleterrier,akita,alaskanmalamute,americancockerspaniel,americaneskimodog,australian_terrier,basenji,bassethound,beagle,beardedcollie,bedlington_terrier,belgiansheepdoggroenendael,belgiansheepdoglaekenois,belgiansheepdogmalinois,belgiansheepdogtervuren,bernese_mountain_dog,bichonfrise,black-and-tan_coonhound,bloodhound,border_collie,border_terrier,borzoi,bostonterrier,boxer,brittanydog,brusselsgriffonr,bull_mastiff,bulldog,bullterrier,cairnterrier,caucasianavtcharka,chesapeake_bay_retriever,chihuahua,chinesecrested,chinesesharpei,chowchow,clumberspaniel,collie,curly-coated_retriever,dachshunds,dalmatian,dandiedinmontterrier,dobermanpinscher,english_setter,englishcockerspaniel,englishspringerspaniel,fieldspaniel,flat-coated_retriever,french_bulldog,german_short-haired_pointer,germanshepherddog,giant_schnauzer,golden_retriever,great_dane,great_pyrenees,greyhound,irish_setter,irish_terrier,irish_water_spaniel,irish_wolfhound,italian_greyhound,jackrusselterrier,japanesechin,japanesespitz,jindodog,kerry_blue_terrier,komondor,kuvasz,labrador_retriever,lakeland_terrier,lhasaapso,maltese,manchesterterriers,mastiff,miniature_pinscher,miniature_schnauzer,newfoundland,norfolk_terrier,norwegian_elkhound,norwich_terrier,old_english_sheepdog,papillon,pekingese,pointer,pomeranian,poodle,poongsandog,pug,puli,rhodesian_ridgeback,rottweiler,saint_bernard,saluki,samoyed,sapsaree,scottishterrier,sealyham_terrier,shetland_sheepdog,shiba,shih-tzu,siberian_husky,silky_terrier,skyeterrier,soft-coated_wheaten_terrier,southrussianovtcharka,staffordshire_bullterrier,sussex_spaniel,tibetan_mastiff,tibetan_terrier,tibetanspaniel,toymanchesterterrier,vizsla,weimaraner,welshcorgi,welshterrier,west_highland_white_terrier,whippet,wirehairedpointinggriffon,yorkshire_terrier
fieldspaniel,2,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,0,0,0,0,1,0
flat-coated_retriever,0,3,0,1,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,1,2,0,2,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0,0,1,0,1,0,2,0,1,2,1,0,0
french_bulldog,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1,1,1,1,1,1,0,0,0,3,0,2,0,1,3,0,1,0,1,0,0,1,2,0,0
german_short-haired_pointer,0,2,0,1,2,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
germanshepherddog,1,0,0,0,1,0,0,1,1,1,1,1,0,0,2,0,0,2,0,0,0,1,1,0,1,1,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,3,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1
giant_schnauzer,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,3,0,0,0,1,1,0,2,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,3,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
golden_retriever,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,2,1,0
great_dane,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0
great_pyrenees,0,0,1,3,0,0,0,1,2,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,4,2,1,1,2,1,0,1,0,0,1,0,1,0,1,1,1,2,3,1,0,1,2,1,0,1,1,0,0,1,0,0,1,1,0,4,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1
greyhound,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,3,0,3,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,1,0,1,0,1,1,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
irish_setter,1,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,0,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,1,1,0,0,2,1,1,0,0,0,2,1,0,1,0,0,0
irish_terrier,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,3,0,1,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,0,2
irish_water_spaniel,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0,0,0,0,2,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
irish_wolfhound,0,1,0,1,0,0,0,1,2,0,0,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,2,2,1,0,1,0,0,0,0,0,1,0,2,0,3,0,1,0,0,0,0,2,0,0,1,0,0,1,2,2,0,0,0,1,2,0,3,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,2,0,1,1,0,0,0
italian_greyhound,0,1,1,1,0,1,0,0,2,0,2,0,0,0,0,1,3,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,3,3,1,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2,2,1,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,3,2,1,0
jackrusselterrier,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
japanesechin,1,1,1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,1,1,0,1,0,1,0,0,3,2,0,0
japanesespitz,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,2,1,2,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0
jindodog,1,1,0,2,0,1,1,1,0,2,2,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,3,0,1,0,1,2,0,0,0,1,0,1,2,1,1,0,0,1,0,0,4,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,0,0,1,1,1,0,0,1,0,2,0,0,0,2,0,0,1,2,1,0,1,0,2,1,1,1,0,2,1,0,0,0,1,1,1,1,2,0,0
kerry_blue_terrier,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
komondor,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0
kuvasz,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,3,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
labrador_retriever,0,5,2,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,0,1,1,2,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,2,1,0,1,0,0,0,3,2,1,0
lakeland_terrier,0,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,0,0,0,2,1,0,2,2,0,3,3,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
lhasaapso,0,1,0,0,2,0,0,0,2,1,2,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,2,1,0,0,0,0,0
maltese,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,2,1,0,1,0,0,0,0,2,1,4,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
manchesterterriers,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,1,0,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,2,1,1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0
mastiff,2,2,2,1,2,0,1,1,0,2,1,2,0,0,0,0,0,3,0,2,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,2,0,0,0,2,0,0,0,1,0,1,2,1,0,1,0,0,1,1,0,0,1,0,2,0,3,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1
miniature_pinscher,0,0,2,0,1,1,0,3,2,0,1,1,1,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,1,1,1,0,0,0,0,2,2,0,2,1,2,0,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0
miniature_schnauzer,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,3,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,1,1,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,2,0,0,2,0,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
newfoundland,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
norfolk_terrier,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,3,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,2,0,0,2,0,1,1,0,0,0,0,2,3,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,2,0,1,2,1,0,0,0,2,1,0,1,1,1,1,1,1,0,4,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
norwegian_elkhound,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0
norwich_terrier,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,2,1,1,0,1,1,1,1,0,2,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1,2,1,0,1,0,1,1,1,2,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,2,2,0,0
old_english_sheepdog,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2,0,2,1,0,0,0,0,1,2,2,0,0,0,1,0,1,0,1,0,1,2,0,1,1,2,2,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,0,2,0,0,0,1,2,1,1,1,0,0,1,0,0,1,1,0,1,2,0,1,0,0,0,1,0,0
papillon,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,2,1,1,1,0,0,0,1,0,0,0,2,0,0,0,1,1,1,3,3,2,1,1,1,1,0,0,0,1,3,1,3,1,2,1,0,0,0,1,0,0,1,1,1,3,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,2,1
pekingese,1,3,2,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1,1,1,1,0,0,0,0,3,0,1,0
pointer,0,1,1,0,0,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,0,0,1,1,1,3,1,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
pomeranian,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,2,1,2,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
poodle,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
poongsandog,1,1,2,1,0,2,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,1,2,2,0,2,1,0,1,3,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,1,0,2,1,1,1,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
pug,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,1,2,2,0,0,0,0,2,2,3,1,0,1,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,2,0,0,1,1,1,0,2,0,0,0,1,1,1,0,2,0,0,2,2,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0
puli,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
rhodesian_ridgeback,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,1,1,1,0,0,1,1,2,2,0,1,0,2,1,0,0,0,1,2,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1
rottweiler,1,0,1,1,1,0,0,0,0,1,3,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,2,1,0,1,0,0,1,1,0,0,0,2,0,1,1,2,1,0,0,3,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,3,0,1,0,1,0,0,1,0,0,1
saint_bernard,1,1,1,0,1,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0,2,2,1,0,0,1,1,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,3,0,1,2,0,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
saluki,1,0,1,1,0,0,1,2,0,1,2,2,0,0,0,0,2,0,0,1,1,0,0,1,2,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
samoyed,1,0,0,1,0,0,0,3,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,3,1,0,0,2,0,0,0,0,2,0,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,5,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
sapsaree,0,1,0,2,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
scottishterrier,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
sealyham_terrier,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,0,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,1,3,0,1,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,3,0,1,1,0,1,1,1,0,0,0,3,0,0,1,0,1,1,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0
shetland_sheepdog,0,0,1,1,1,2,0,2,2,1,0,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,1,0,3,0,1,1,1,1,1,0,1,0,1,1,1,0,2,0,2,0,0,0,0,0,1,2,2,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0
